spN	primary_lifestyle	species
Pezizomycotina_class_incertae_sedis_sp337	unknown	Pezizomycotina_class_incertae_sedis_sp337
Pezizomycotina_class_incertae_sedis_sp338	unknown	Pezizomycotina_class_incertae_sedis_sp338
Pezizomycotina_class_incertae_sedis_sp339	unknown	Pezizomycotina_class_incertae_sedis_sp339
Pezizomycotina_class_incertae_sedis_sp341	unknown	Pezizomycotina_class_incertae_sedis_sp341
Pezizomycotina_class_incertae_sedis_sp342	unknown	Pezizomycotina_class_incertae_sedis_sp342
Pezizomycotina_class_incertae_sedis_sp343	unknown	Pezizomycotina_class_incertae_sedis_sp343
Pezizomycotina_class_incertae_sedis_sp344	unknown	Pezizomycotina_class_incertae_sedis_sp344
Pezizomycotina_class_incertae_sedis_sp345	unknown	Pezizomycotina_class_incertae_sedis_sp345
Pezizomycotina_class_incertae_sedis_sp347	unknown	Pezizomycotina_class_incertae_sedis_sp347
Pezizomycotina_class_incertae_sedis_sp348	unknown	Pezizomycotina_class_incertae_sedis_sp348
Pezizomycotina_class_incertae_sedis_sp349	unknown	Pezizomycotina_class_incertae_sedis_sp349
Pezizomycotina_class_incertae_sedis_sp35	unknown	Pezizomycotina_class_incertae_sedis_sp35
Pezizomycotina_class_incertae_sedis_sp350	unknown	Pezizomycotina_class_incertae_sedis_sp350
Pezizomycotina_class_incertae_sedis_sp352	unknown	Pezizomycotina_class_incertae_sedis_sp352
Pezizomycotina_class_incertae_sedis_sp353	unknown	Pezizomycotina_class_incertae_sedis_sp353
Pezizomycotina_class_incertae_sedis_sp354	unknown	Pezizomycotina_class_incertae_sedis_sp354
Pezizomycotina_class_incertae_sedis_sp36	unknown	Pezizomycotina_class_incertae_sedis_sp36
Pezizomycotina_class_incertae_sedis_sp37	unknown	Pezizomycotina_class_incertae_sedis_sp37
Pezizomycotina_class_incertae_sedis_sp38	unknown	Pezizomycotina_class_incertae_sedis_sp38
Pezizomycotina_class_incertae_sedis_sp39	unknown	Pezizomycotina_class_incertae_sedis_sp39
Pezizomycotina_class_incertae_sedis_sp4	unknown	Pezizomycotina_class_incertae_sedis_sp4
Pezizomycotina_class_incertae_sedis_sp40	unknown	Pezizomycotina_class_incertae_sedis_sp40
Pezizomycotina_class_incertae_sedis_sp41	unknown	Pezizomycotina_class_incertae_sedis_sp41
Pezizomycotina_class_incertae_sedis_sp43	unknown	Pezizomycotina_class_incertae_sedis_sp43
Pezizomycotina_class_incertae_sedis_sp44	unknown	Pezizomycotina_class_incertae_sedis_sp44
Pezizomycotina_class_incertae_sedis_sp45	unknown	Pezizomycotina_class_incertae_sedis_sp45
Pezizomycotina_class_incertae_sedis_sp46	unknown	Pezizomycotina_class_incertae_sedis_sp46
Pezizomycotina_class_incertae_sedis_sp48	unknown	Pezizomycotina_class_incertae_sedis_sp48
Pezizomycotina_class_incertae_sedis_sp49	unknown	Pezizomycotina_class_incertae_sedis_sp49
Pezizomycotina_class_incertae_sedis_sp50	unknown	Pezizomycotina_class_incertae_sedis_sp50
Pezizomycotina_class_incertae_sedis_sp51	unknown	Pezizomycotina_class_incertae_sedis_sp51
Pezizomycotina_class_incertae_sedis_sp52	unknown	Pezizomycotina_class_incertae_sedis_sp52
Pezizomycotina_class_incertae_sedis_sp53	unknown	Pezizomycotina_class_incertae_sedis_sp53
Pezizomycotina_class_incertae_sedis_sp55	unknown	Pezizomycotina_class_incertae_sedis_sp55
Pezizomycotina_class_incertae_sedis_sp56	unknown	Pezizomycotina_class_incertae_sedis_sp56
Pezizomycotina_class_incertae_sedis_sp58	unknown	Pezizomycotina_class_incertae_sedis_sp58
Pezizomycotina_class_incertae_sedis_sp59	unknown	Pezizomycotina_class_incertae_sedis_sp59
Pezizomycotina_class_incertae_sedis_sp60	unknown	Pezizomycotina_class_incertae_sedis_sp60
Pezizomycotina_class_incertae_sedis_sp61	unknown	Pezizomycotina_class_incertae_sedis_sp61
Pezizomycotina_class_incertae_sedis_sp62	unknown	Pezizomycotina_class_incertae_sedis_sp62
Pezizomycotina_class_incertae_sedis_sp64	unknown	Pezizomycotina_class_incertae_sedis_sp64
Pezizomycotina_class_incertae_sedis_sp65	unknown	Pezizomycotina_class_incertae_sedis_sp65
Pezizomycotina_class_incertae_sedis_sp66	unknown	Pezizomycotina_class_incertae_sedis_sp66
Pezizomycotina_class_incertae_sedis_sp67	unknown	Pezizomycotina_class_incertae_sedis_sp67
Pezizomycotina_class_incertae_sedis_sp68	unknown	Pezizomycotina_class_incertae_sedis_sp68
Pezizomycotina_class_incertae_sedis_sp69	unknown	Pezizomycotina_class_incertae_sedis_sp69
Pezizomycotina_class_incertae_sedis_sp7	unknown	Pezizomycotina_class_incertae_sedis_sp7
Pezizomycotina_class_incertae_sedis_sp70	unknown	Pezizomycotina_class_incertae_sedis_sp70
Pezizomycotina_class_incertae_sedis_sp71	unknown	Pezizomycotina_class_incertae_sedis_sp71
Pezizomycotina_class_incertae_sedis_sp72	unknown	Pezizomycotina_class_incertae_sedis_sp72
Pezizomycotina_class_incertae_sedis_sp73	unknown	Pezizomycotina_class_incertae_sedis_sp73
Pezizomycotina_class_incertae_sedis_sp74	unknown	Pezizomycotina_class_incertae_sedis_sp74
Pezizomycotina_class_incertae_sedis_sp75	unknown	Pezizomycotina_class_incertae_sedis_sp75
Pezizomycotina_class_incertae_sedis_sp77	unknown	Pezizomycotina_class_incertae_sedis_sp77
Pezizomycotina_class_incertae_sedis_sp79	unknown	Pezizomycotina_class_incertae_sedis_sp79
Pezizomycotina_class_incertae_sedis_sp80	unknown	Pezizomycotina_class_incertae_sedis_sp80
Pezizomycotina_class_incertae_sedis_sp81	unknown	Pezizomycotina_class_incertae_sedis_sp81
Pezizomycotina_class_incertae_sedis_sp82	unknown	Pezizomycotina_class_incertae_sedis_sp82
Pezizomycotina_class_incertae_sedis_sp83	unknown	Pezizomycotina_class_incertae_sedis_sp83
Pezizomycotina_class_incertae_sedis_sp84	unknown	Pezizomycotina_class_incertae_sedis_sp84
Pezizomycotina_class_incertae_sedis_sp85	unknown	Pezizomycotina_class_incertae_sedis_sp85
Pezizomycotina_class_incertae_sedis_sp86	unknown	Pezizomycotina_class_incertae_sedis_sp86
Pezizomycotina_class_incertae_sedis_sp88	unknown	Pezizomycotina_class_incertae_sedis_sp88
Pezizomycotina_class_incertae_sedis_sp89	unknown	Pezizomycotina_class_incertae_sedis_sp89
Pezizomycotina_class_incertae_sedis_sp90	unknown	Pezizomycotina_class_incertae_sedis_sp90
Pezizomycotina_class_incertae_sedis_sp92	unknown	Pezizomycotina_class_incertae_sedis_sp92
Pezizomycotina_class_incertae_sedis_sp93	unknown	Pezizomycotina_class_incertae_sedis_sp93
Pezizomycotina_class_incertae_sedis_sp94	unknown	Pezizomycotina_class_incertae_sedis_sp94
Pezizomycotina_class_incertae_sedis_sp95	unknown	Pezizomycotina_class_incertae_sedis_sp95
Pezizomycotina_class_incertae_sedis_sp96	unknown	Pezizomycotina_class_incertae_sedis_sp96
Pezizomycotina_class_incertae_sedis_sp97	unknown	Pezizomycotina_class_incertae_sedis_sp97
Pezizomycotina_class_incertae_sedis_sp98	unknown	Pezizomycotina_class_incertae_sedis_sp98
Pezizomycotina_class_incertae_sedis_sp99	unknown	Pezizomycotina_class_incertae_sedis_sp99
Pezoloma_ericae_sp11	root_endophyte	Pezoloma_ericae_sp11
Pezoloma_ericae_sp12	root_endophyte	Pezoloma_ericae_sp12
Pezoloma_ericae_sp13	root_endophyte	Pezoloma_ericae_sp13
Pezoloma_ericae_sp14	root_endophyte	Pezoloma_ericae_sp14
Pezoloma_ericae_sp15	root_endophyte	Pezoloma_ericae_sp15
Pezoloma_ericae_sp16	root_endophyte	Pezoloma_ericae_sp16
Pezoloma_ericae_sp17	root_endophyte	Pezoloma_ericae_sp17
Pezoloma_ericae_sp18	root_endophyte	Pezoloma_ericae_sp18
Pezoloma_ericae_sp19	root_endophyte	Pezoloma_ericae_sp19
Pezoloma_ericae_sp2	root_endophyte	Pezoloma_ericae_sp2
Pezoloma_ericae_sp22	root_endophyte	Pezoloma_ericae_sp22
Pezoloma_ericae_sp23	root_endophyte	Pezoloma_ericae_sp23
Pezoloma_ericae_sp24	root_endophyte	Pezoloma_ericae_sp24
Pezoloma_ericae_sp25	root_endophyte	Pezoloma_ericae_sp25
Pezoloma_ericae_sp26	root_endophyte	Pezoloma_ericae_sp26
Pezoloma_ericae_sp27	root_endophyte	Pezoloma_ericae_sp27
Pezoloma_ericae_sp28	root_endophyte	Pezoloma_ericae_sp28
Pezoloma_ericae_sp29	root_endophyte	Pezoloma_ericae_sp29
Pezoloma_ericae_sp3	root_endophyte	Pezoloma_ericae_sp3
Pezoloma_ericae_sp30	root_endophyte	Pezoloma_ericae_sp30
Pezoloma_ericae_sp4	root_endophyte	Pezoloma_ericae_sp4
Pezoloma_ericae_sp5	root_endophyte	Pezoloma_ericae_sp5
Pezoloma_ericae_sp6	root_endophyte	Pezoloma_ericae_sp6
Pezoloma_ericae_sp7	root_endophyte	Pezoloma_ericae_sp7
Pezoloma_ericae_sp8	root_endophyte	Pezoloma_ericae_sp8
Pezoloma_ericae_sp9	root_endophyte	Pezoloma_ericae_sp9
Pezoloma_sp1	root_endophyte	Pezoloma_sp1
Pezoloma_sp2	root_endophyte	Pezoloma_sp2
Pezoloma_sp3	root_endophyte	Pezoloma_sp3
Phacidiopycnis_sp1	plant_pathogen	Phacidiopycnis_sp1
Phaeoacremonium_griseo-olivaceum_sp1	plant_pathogen	Phaeoacremonium_griseo-olivaceum_sp1
Phaeoacremonium_scolyti_sp1	plant_pathogen	Phaeoacremonium_scolyti_sp1
Phaeoacremonium_sp1	plant_pathogen	Phaeoacremonium_sp1
Phaeoacremonium_sp2	plant_pathogen	Phaeoacremonium_sp2
Phaeoacremonium_sp3	plant_pathogen	Phaeoacremonium_sp3
Phaeoacremonium_sp4	plant_pathogen	Phaeoacremonium_sp4
Phaeoannellomyces_elegans_sp1	unspecified_saprotroph	Phaeoannellomyces_elegans_sp1
Phaeoannellomyces_elegans_sp3	unspecified_saprotroph	Phaeoannellomyces_elegans_sp3
Phaeoclavulina_apiculata_sp1	litter_saprotroph	Phaeoclavulina_apiculata_sp1
Phaeoclavulina_sp1	litter_saprotroph	Phaeoclavulina_sp1
Phaeoclavulina_sp2	litter_saprotroph	Phaeoclavulina_sp2
Phaeoclavulina_sp3	litter_saprotroph	Phaeoclavulina_sp3
Phaeococcomyces_eucalypti_sp1	unspecified_saprotroph	Phaeococcomyces_eucalypti_sp1
Phaeococcomyces_rothmanniae_sp1	unspecified_saprotroph	Phaeococcomyces_rothmanniae_sp1
Phaeococcomyces_rothmanniae_sp2	unspecified_saprotroph	Phaeococcomyces_rothmanniae_sp2
Phaeococcomyces_sp2	unspecified_saprotroph	Phaeococcomyces_sp2
Phaeococcomyces_sp3	unspecified_saprotroph	Phaeococcomyces_sp3
Phaeococcomycetaceae_sp1	unknown	Phaeococcomycetaceae_sp1
Phaeococcomycetaceae_sp2	unknown	Phaeococcomycetaceae_sp2
Phaeococcomycetaceae_sp3	unknown	Phaeococcomycetaceae_sp3
Phaeococcomycetaceae_sp4	unknown	Phaeococcomycetaceae_sp4
Phaeocollybia_fallax_sp1	ectomycorrhizal	Phaeocollybia_fallax_sp1
Phaeocollybia_fallax_sp2	ectomycorrhizal	Phaeocollybia_fallax_sp2
Phaeocollybia_fallax_sp3	ectomycorrhizal	Phaeocollybia_fallax_sp3
Phaeocollybia_fallax_sp4	ectomycorrhizal	Phaeocollybia_fallax_sp4
Phaeocollybia_fallax_sp5	ectomycorrhizal	Phaeocollybia_fallax_sp5
Phaeocollybia_fallax_sp6	ectomycorrhizal	Phaeocollybia_fallax_sp6
Phaeocollybia_fallax_sp7	ectomycorrhizal	Phaeocollybia_fallax_sp7
Phaeocollybia_fallax_sp8	ectomycorrhizal	Phaeocollybia_fallax_sp8
Phaeocollybia_fallax_sp9	ectomycorrhizal	Phaeocollybia_fallax_sp9
Phaeocollybia_festiva_sp1	ectomycorrhizal	Phaeocollybia_festiva_sp1
Phaeocollybia_scatesiae_sp1	ectomycorrhizal	Phaeocollybia_scatesiae_sp1
Phaeocollybia_sp1	ectomycorrhizal	Phaeocollybia_sp1
Phaeocollybia_sp2	ectomycorrhizal	Phaeocollybia_sp2
Phaeocollybia_sp3	ectomycorrhizal	Phaeocollybia_sp3
Phaeocollybia_sp4	ectomycorrhizal	Phaeocollybia_sp4
Phaeocollybia_sp5	ectomycorrhizal	Phaeocollybia_sp5
Phaeocollybia_sp6	ectomycorrhizal	Phaeocollybia_sp6
Phaeodothis_sp1	wood_saprotroph	Phaeodothis_sp1
Phaeodothis_sp2	wood_saprotroph	Phaeodothis_sp2
Phaeohelotium_epiphyllum_sp1	litter_saprotroph	Phaeohelotium_epiphyllum_sp1
Phaeoisaria_clematidis_sp1	wood_saprotroph	Phaeoisaria_clematidis_sp1
Phaeoisaria_sp1	wood_saprotroph	Phaeoisaria_sp1
Phaeoisaria_sp2	wood_saprotroph	Phaeoisaria_sp2
Phaeoisaria_sp3	wood_saprotroph	Phaeoisaria_sp3
Phaeoisaria_sp4	wood_saprotroph	Phaeoisaria_sp4
Phaeoisaria_sp5	wood_saprotroph	Phaeoisaria_sp5
Phaeoisaria_sp6	wood_saprotroph	Phaeoisaria_sp6
Phaeoisaria_sp7	wood_saprotroph	Phaeoisaria_sp7
Phaeoisaria_sp8	wood_saprotroph	Phaeoisaria_sp8
Phaeoisaria_sp9	wood_saprotroph	Phaeoisaria_sp9
Phaeomoniella_sp1	plant_pathogen	Phaeomoniella_sp1
Phaeomoniella_sp2	plant_pathogen	Phaeomoniella_sp2
Phaeomoniella_sp3	plant_pathogen	Phaeomoniella_sp3
Phaeomoniella_sp4	plant_pathogen	Phaeomoniella_sp4
Phaeomoniellales_sp1	plant_pathogen	Phaeomoniellales_sp1
Phaeomoniellales_sp2	plant_pathogen	Phaeomoniellales_sp2
Phaeomoniellales_sp3	plant_pathogen	Phaeomoniellales_sp3
Phaeomoniellales_sp5	plant_pathogen	Phaeomoniellales_sp5
Phaeomoniellales_sp6	plant_pathogen	Phaeomoniellales_sp6
Phaeomoniellales_sp7	plant_pathogen	Phaeomoniellales_sp7
Phaeomoniellales_sp8	plant_pathogen	Phaeomoniellales_sp8
Phaeomoniellales_sp9	plant_pathogen	Phaeomoniellales_sp9
Phaeophlebiopsis_sp1	wood_saprotroph	Phaeophlebiopsis_sp1
Phaeophlebiopsis_sp2	wood_saprotroph	Phaeophlebiopsis_sp2
Phaeophlebiopsis_sp3	wood_saprotroph	Phaeophlebiopsis_sp3
Phaeophlebiopsis_sp4	wood_saprotroph	Phaeophlebiopsis_sp4
Phaeophleospora_hymenocallidicola_sp1	plant_pathogen	Phaeophleospora_hymenocallidicola_sp1
Phaeoramularia_saururi_sp1	plant_pathogen	Phaeoramularia_saururi_sp1
Phaeosolenia_platensis_sp1	litter_saprotroph	Phaeosolenia_platensis_sp1
Phaeosphaeria_halima_sp1	litter_saprotroph	Phaeosphaeria_halima_sp1
Phaeosphaeria_papayae_sp1	litter_saprotroph	Phaeosphaeria_papayae_sp1
Phaeosphaeria_sp10	litter_saprotroph	Phaeosphaeria_sp10
Phaeosphaeria_sp11	litter_saprotroph	Phaeosphaeria_sp11
Phaeosphaeria_sp13	litter_saprotroph	Phaeosphaeria_sp13
Phaeosphaeria_sp15	litter_saprotroph	Phaeosphaeria_sp15
Phaeosphaeria_sp16	litter_saprotroph	Phaeosphaeria_sp16
Phaeosphaeria_sp17	litter_saprotroph	Phaeosphaeria_sp17
Phaeosphaeria_sp19	litter_saprotroph	Phaeosphaeria_sp19
Phaeosphaeria_sp20	litter_saprotroph	Phaeosphaeria_sp20
Phaeosphaeria_sp21	litter_saprotroph	Phaeosphaeria_sp21
Phaeosphaeria_sp22	litter_saprotroph	Phaeosphaeria_sp22
Phaeosphaeria_sp5	litter_saprotroph	Phaeosphaeria_sp5
Phaeosphaeria_sp6	litter_saprotroph	Phaeosphaeria_sp6
Phaeosphaeria_sp7	litter_saprotroph	Phaeosphaeria_sp7
Phaeosphaeriaceae_sp1	unknown	Phaeosphaeriaceae_sp1
Phaeosphaeriaceae_sp11	unknown	Phaeosphaeriaceae_sp11
Phaeosphaeriaceae_sp12	unknown	Phaeosphaeriaceae_sp12
Phaeosphaeriaceae_sp13	unknown	Phaeosphaeriaceae_sp13
Phaeosphaeriaceae_sp14	unknown	Phaeosphaeriaceae_sp14
Phaeosphaeriaceae_sp15	unknown	Phaeosphaeriaceae_sp15
Phaeosphaeriaceae_sp16	unknown	Phaeosphaeriaceae_sp16
Phaeosphaeriaceae_sp17	unknown	Phaeosphaeriaceae_sp17
Phaeosphaeriaceae_sp18	unknown	Phaeosphaeriaceae_sp18
Phaeosphaeriaceae_sp19	unknown	Phaeosphaeriaceae_sp19
Phaeosphaeriaceae_sp2	unknown	Phaeosphaeriaceae_sp2
Phaeosphaeriaceae_sp20	unknown	Phaeosphaeriaceae_sp20
Phaeosphaeriaceae_sp21	unknown	Phaeosphaeriaceae_sp21
Phaeosphaeriaceae_sp22	unknown	Phaeosphaeriaceae_sp22
Phaeosphaeriaceae_sp23	unknown	Phaeosphaeriaceae_sp23
Phaeosphaeriaceae_sp24	unknown	Phaeosphaeriaceae_sp24
Phaeosphaeriaceae_sp25	unknown	Phaeosphaeriaceae_sp25
Phaeosphaeriaceae_sp26	unknown	Phaeosphaeriaceae_sp26
Phaeosphaeriaceae_sp28	unknown	Phaeosphaeriaceae_sp28
Phaeosphaeriaceae_sp29	unknown	Phaeosphaeriaceae_sp29
Phaeosphaeriaceae_sp30	unknown	Phaeosphaeriaceae_sp30
Phaeosphaeriaceae_sp31	unknown	Phaeosphaeriaceae_sp31
Phaeosphaeriaceae_sp32	unknown	Phaeosphaeriaceae_sp32
Phaeosphaeriaceae_sp34	unknown	Phaeosphaeriaceae_sp34
Phaeosphaeriaceae_sp35	unknown	Phaeosphaeriaceae_sp35
Phaeosphaeriaceae_sp36	unknown	Phaeosphaeriaceae_sp36
Phaeosphaeriaceae_sp37	unknown	Phaeosphaeriaceae_sp37
Phaeosphaeriaceae_sp38	unknown	Phaeosphaeriaceae_sp38
Phaeosphaeriaceae_sp40	unknown	Phaeosphaeriaceae_sp40
Phaeosphaeriaceae_sp41	unknown	Phaeosphaeriaceae_sp41
Phaeosphaeriaceae_sp42	unknown	Phaeosphaeriaceae_sp42
Phaeosphaeriaceae_sp43	unknown	Phaeosphaeriaceae_sp43
Phaeosphaeriaceae_sp44	unknown	Phaeosphaeriaceae_sp44
Phaeosphaeriaceae_sp45	unknown	Phaeosphaeriaceae_sp45
Phaeosphaeriaceae_sp47	unknown	Phaeosphaeriaceae_sp47
Phaeosphaeriaceae_sp48	unknown	Phaeosphaeriaceae_sp48
Phaeosphaeriaceae_sp49	unknown	Phaeosphaeriaceae_sp49
Phaeosphaeriaceae_sp51	unknown	Phaeosphaeriaceae_sp51
Phaeosphaeriaceae_sp52	unknown	Phaeosphaeriaceae_sp52
Phaeosphaeriaceae_sp53	unknown	Phaeosphaeriaceae_sp53
Phaeosphaeriaceae_sp54	unknown	Phaeosphaeriaceae_sp54
Phaeosphaeriaceae_sp55	unknown	Phaeosphaeriaceae_sp55
Phaeosphaeriaceae_sp56	unknown	Phaeosphaeriaceae_sp56
Phaeosphaeriaceae_sp58	unknown	Phaeosphaeriaceae_sp58
Phaeosphaeriaceae_sp59	unknown	Phaeosphaeriaceae_sp59
Phaeosphaeriaceae_sp6	unknown	Phaeosphaeriaceae_sp6
Phaeosphaeriaceae_sp60	unknown	Phaeosphaeriaceae_sp60
Phaeosphaeriaceae_sp61	unknown	Phaeosphaeriaceae_sp61
Phaeosphaeriaceae_sp62	unknown	Phaeosphaeriaceae_sp62
Phaeosphaeriaceae_sp63	unknown	Phaeosphaeriaceae_sp63
Phaeosphaeriaceae_sp64	unknown	Phaeosphaeriaceae_sp64
Phaeosphaeriaceae_sp65	unknown	Phaeosphaeriaceae_sp65
Phaeosphaeriaceae_sp67	unknown	Phaeosphaeriaceae_sp67
Phaeosphaeriaceae_sp68	unknown	Phaeosphaeriaceae_sp68
Phaeosphaeriaceae_sp69	unknown	Phaeosphaeriaceae_sp69
Phaeosphaeriaceae_sp7	unknown	Phaeosphaeriaceae_sp7
Phaeosphaeriaceae_sp70	unknown	Phaeosphaeriaceae_sp70
Phaeosphaeriaceae_sp74	unknown	Phaeosphaeriaceae_sp74
Phaeosphaeriaceae_sp75	unknown	Phaeosphaeriaceae_sp75
Phaeosphaeriaceae_sp77	unknown	Phaeosphaeriaceae_sp77
Phaeosphaeriaceae_sp8	unknown	Phaeosphaeriaceae_sp8
Phaeosphaeriaceae_sp9	unknown	Phaeosphaeriaceae_sp9
Phaeosphaeriopsis_musae_sp1	plant_pathogen	Phaeosphaeriopsis_musae_sp1
Phaeothecaceae_sp1	unknown	Phaeothecaceae_sp1
Phaeotremella_sp2	mycoparasite	Phaeotremella_sp2
Phaeotremella_sp3	mycoparasite	Phaeotremella_sp3
Phaeotremella_sp4	mycoparasite	Phaeotremella_sp4
Phaeotremella_sp5	mycoparasite	Phaeotremella_sp5
Phaffia_sp1	unspecified_saprotroph	Phaffia_sp1
Phaffia_sp2	unspecified_saprotroph	Phaffia_sp2
Phaffia_sp3	unspecified_saprotroph	Phaffia_sp3
Phaffomyces_sp1	plant_pathogen	Phaffomyces_sp1
Phalangispora_sp1	litter_saprotroph	Phalangispora_sp1
Phalangispora_sp2	litter_saprotroph	Phalangispora_sp2
Phallaceae_sp1	soil_saprotroph	Phallaceae_sp1
Phallaceae_sp10	soil_saprotroph	Phallaceae_sp10
Phallaceae_sp11	soil_saprotroph	Phallaceae_sp11
Phallaceae_sp12	soil_saprotroph	Phallaceae_sp12
Phallaceae_sp2	soil_saprotroph	Phallaceae_sp2
Phallaceae_sp3	soil_saprotroph	Phallaceae_sp3
Phallaceae_sp4	soil_saprotroph	Phallaceae_sp4
Phallaceae_sp5	soil_saprotroph	Phallaceae_sp5
Phallaceae_sp6	soil_saprotroph	Phallaceae_sp6
Phallaceae_sp7	soil_saprotroph	Phallaceae_sp7
Phallaceae_sp8	soil_saprotroph	Phallaceae_sp8
Phallales_sp1	soil_saprotroph	Phallales_sp1
Phallales_sp3	soil_saprotroph	Phallales_sp3
Phallales_sp4	soil_saprotroph	Phallales_sp4
Phallales_sp5	soil_saprotroph	Phallales_sp5
Phallales_sp6	soil_saprotroph	Phallales_sp6
Phallales_sp7	soil_saprotroph	Phallales_sp7
Phallus_indusiatus_sp1	soil_saprotroph	Phallus_indusiatus_sp1
Phallus_sp1	soil_saprotroph	Phallus_sp1
Phallus_sp2	soil_saprotroph	Phallus_sp2
Phanerochaete_australis_sp1	wood_saprotroph	Phanerochaete_australis_sp1
Phanerochaete_bambusicola_sp1	wood_saprotroph	Phanerochaete_bambusicola_sp1
Phanerochaete_ericina_sp1	wood_saprotroph	Phanerochaete_ericina_sp1
Phanerochaete_incarnata_sp1	wood_saprotroph	Phanerochaete_incarnata_sp1
Phanerochaete_pseudomagnoliae_sp1	wood_saprotroph	Phanerochaete_pseudomagnoliae_sp1
Phanerochaete_sp1	wood_saprotroph	Phanerochaete_sp1
Phanerochaete_sp2	wood_saprotroph	Phanerochaete_sp2
Phellinus_caribaeo-quercicola_sp1	plant_pathogen	Phellinus_caribaeo-quercicola_sp1
Phellinus_fastuosus_sp1	plant_pathogen	Phellinus_fastuosus_sp1
Phellinus_nilgheriensis_sp1	plant_pathogen	Phellinus_nilgheriensis_sp1
Phellinus_nilgheriensis_sp2	plant_pathogen	Phellinus_nilgheriensis_sp2
Phellinus_sp1	plant_pathogen	Phellinus_sp1
Phellinus_sp2	plant_pathogen	Phellinus_sp2
Phellinus_sp3	plant_pathogen	Phellinus_sp3
Phellodon_melaleucus_sp1	ectomycorrhizal	Phellodon_melaleucus_sp1
Phellodon_niger_sp1	ectomycorrhizal	Phellodon_niger_sp1
Phellodon_niger_sp2	ectomycorrhizal	Phellodon_niger_sp2
Phellodon_niger_sp3	ectomycorrhizal	Phellodon_niger_sp3
Phellodon_sp1	ectomycorrhizal	Phellodon_sp1
Phellodon_sp2	ectomycorrhizal	Phellodon_sp2
Phellodon_sp3	ectomycorrhizal	Phellodon_sp3
Phellodon_sp4	ectomycorrhizal	Phellodon_sp4
Phellodon_sp5	ectomycorrhizal	Phellodon_sp5
Phellodon_sp6	ectomycorrhizal	Phellodon_sp6
Phellodon_sp7	ectomycorrhizal	Phellodon_sp7
Phellodon_sp8	ectomycorrhizal	Phellodon_sp8
Phenoliferia_glacialis_sp1	unspecified_saprotroph	Phenoliferia_glacialis_sp1
Phenoliferia_glacialis_sp2	unspecified_saprotroph	Phenoliferia_glacialis_sp2
Phenoliferia_psychrophila_sp1	unspecified_saprotroph	Phenoliferia_psychrophila_sp1
Phenoliferia_sp1	unspecified_saprotroph	Phenoliferia_sp1
Phialea_sp1	litter_saprotroph	Phialea_sp1
Phialea_sp10	litter_saprotroph	Phialea_sp10
Phialea_sp11	litter_saprotroph	Phialea_sp11
Phialea_sp12	litter_saprotroph	Phialea_sp12
Phialea_sp13	litter_saprotroph	Phialea_sp13
Phialea_sp16	litter_saprotroph	Phialea_sp16
Phialea_sp17	litter_saprotroph	Phialea_sp17
Phialea_sp18	litter_saprotroph	Phialea_sp18
Phialea_sp2	litter_saprotroph	Phialea_sp2
Phialea_sp3	litter_saprotroph	Phialea_sp3
Phialea_sp4	litter_saprotroph	Phialea_sp4
Phialea_sp5	litter_saprotroph	Phialea_sp5
Phialea_sp6	litter_saprotroph	Phialea_sp6
Phialea_sp7	litter_saprotroph	Phialea_sp7
Phialea_sp8	litter_saprotroph	Phialea_sp8
Phialea_sp9	litter_saprotroph	Phialea_sp9
Phialemoniopsis_dimorphosporum_sp1	animal_parasite	Phialemoniopsis_dimorphosporum_sp1
Phialemoniopsis_sp1	animal_parasite	Phialemoniopsis_sp1
Phialemoniopsis_sp2	animal_parasite	Phialemoniopsis_sp2
Phialemoniopsis_sp3	animal_parasite	Phialemoniopsis_sp3
Phialemoniopsis_sp4	animal_parasite	Phialemoniopsis_sp4
Phialemoniopsis_sp5	animal_parasite	Phialemoniopsis_sp5
Phialemoniopsis_sp6	animal_parasite	Phialemoniopsis_sp6
Phialemoniopsis_sp7	animal_parasite	Phialemoniopsis_sp7
Phialemonium_inflatum_sp1	animal_parasite	Phialemonium_inflatum_sp1
Phialemonium_inflatum_sp2	animal_parasite	Phialemonium_inflatum_sp2
Phialemonium_sp1	animal_parasite	Phialemonium_sp1
Phialemonium_sp2	animal_parasite	Phialemonium_sp2
Phialocephala_fortinii_sp1	soil_saprotroph	Phialocephala_fortinii_sp1
Phialocephala_fortinii_sp2	soil_saprotroph	Phialocephala_fortinii_sp2
Phialocephala_helvetica_sp1	soil_saprotroph	Phialocephala_helvetica_sp1
Phialocephala_humicola_sp1	soil_saprotroph	Phialocephala_humicola_sp1
Phialocephala_humicola_sp2	soil_saprotroph	Phialocephala_humicola_sp2
Phialocephala_humicola_sp3	soil_saprotroph	Phialocephala_humicola_sp3
Phialocephala_humicola_sp4	soil_saprotroph	Phialocephala_humicola_sp4
Phialocephala_letzii_sp1	soil_saprotroph	Phialocephala_letzii_sp1
Phialocephala_sp1	soil_saprotroph	Phialocephala_sp1
Phialocephala_sp10	soil_saprotroph	Phialocephala_sp10
Phialocephala_sp11	soil_saprotroph	Phialocephala_sp11
Phialocephala_sp12	soil_saprotroph	Phialocephala_sp12
Phialocephala_sp2	soil_saprotroph	Phialocephala_sp2
Phialocephala_sp3	soil_saprotroph	Phialocephala_sp3
Phialocephala_sp4	soil_saprotroph	Phialocephala_sp4
Phialocephala_sp5	soil_saprotroph	Phialocephala_sp5
